Chrom	Start	End	Bailey	C431	C99R	CC41	CC477	CC812	Florida07	GA12Y	GPNCWS17	Georganic	IAC322	ICG1471	Lariat	Marc1	NC94022	NMVal.1	NMVal.2	TifNV	York
chr14	59170000	59180000	1	1	0	1	1	1	1	1	0	0	1	0	1	1	2	2	1	1	0
chr14	59180000	59190000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
chr14	59190000	59200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
chr14	59200000	59210000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr14	59210000	59220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
chr14	59220000	59230000	2	2	0	2	2	2	2	0	0	0	2	0	2	2	2	1	2	2	0
chr14	59230000	59240000	3	3	0	3	3	3	3	0	0	0	3	0	3	3	4	8	3	3	0
chr14	59240000	59250000	2	3	0	2	3	2	3	0	0	0	3	0	3	3	0	4	2	3	0
chr14	59250000	59260000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	2	1	1	0
chr14	59260000	59270000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	3	1	1	0
chr14	59270000	59280000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0
chr14	59280000	59290000	2	2	0	2	2	2	2	0	0	0	2	0	2	2	2	2	2	2	0
chr14	59290000	59300000	4	4	0	4	4	4	4	0	0	0	4	0	4	4	2	4	4	4	0
chr14	59300000	59310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr14	59310000	59320000	5	6	0	5	6	5	6	0	0	0	6	0	6	6	4	4	5	6	0
chr14	59320000	59330000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	2	1	1	0
chr14	59330000	59340000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	3	1	1	0
chr14	59340000	59350000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	2	1	1	0
chr14	59350000	59360000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	2	1	1	0
chr14	59360000	59370000	2	2	0	2	2	2	2	0	0	0	2	0	2	2	2	6	2	2	0
chr14	59370000	59380000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	2	1	1	0
chr14	59380000	59390000	1	1	0	1	1	1	1	0	0	0	1	0	1	1	2	5	1	1	0
chr14	59390000	59400000	5	4	0	5	4	4	4	0	0	0	4	0	4	4	2	7	5	4	0
chr14	59400000	59410000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
chr14	59410000	59420000	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0
chr14	59420000	59430000	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
chr14	59430000	59440000	1	1	0	1	1	2	1	1	0	0	1	0	1	1	0	1	1	1	0
chr14	59440000	59450000	2	2	0	2	2	2	2	2	0	0	2	0	2	2	4	3	2	2	0
chr14	59450000	59460000	2	2	0	2	1	2	2	2	0	0	2	0	2	2	1	2	2	2	0
chr14	59460000	59470000	4	4	0	4	4	4	4	4	0	0	4	0	4	4	3	3	4	4	0
chr14	59470000	59480000	2	2	0	2	2	2	2	2	0	0	2	0	2	2	1	3	2	2	0
chr14	59480000	59490000	2	2	0	2	2	2	2	2	0	0	2	0	2	2	1	8	2	2	0
chr14	59490000	59500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr14	59500000	59510000	4	4	0	4	4	4	5	4	0	0	4	0	4	4	5	5	4	4	0
chr14	59510000	59520000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
chr14	59520000	59530000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	59530000	59540000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	0	0	0
chr14	59540000	59550000	4	4	0	4	4	4	4	1	1	0	4	0	4	4	3	5	4	4	0
chr14	59550000	59560000	5	6	0	5	5	5	5	2	2	0	5	0	5	5	5	7	5	5	0
chr14	59560000	59570000	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0
chr14	59570000	59580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	59580000	59590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	59590000	59600000	1	3	0	1	1	1	2	0	0	0	1	0	1	1	3	4	1	1	0
chr14	59600000	59610000	1	0	0	1	1	1	0	1	1	0	1	0	1	1	2	3	1	1	0
chr14	59610000	59620000	2	2	0	2	2	2	2	2	0	0	2	0	2	2	1	2	2	2	0
chr14	59620000	59630000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
chr14	59630000	59640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
chr14	59640000	59650000	2	2	0	2	2	2	2	2	0	0	2	0	2	2	3	4	2	2	0
chr14	59650000	59660000	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	2	1	1	0
chr14	59660000	59670000	3	3	0	3	3	3	3	3	0	0	3	0	4	3	2	1	3	3	0
chr14	59670000	59680000	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	4	1	1	0
chr14	59680000	59690000	5	5	0	5	5	5	5	5	0	0	5	0	5	5	2	4	5	5	0
chr14	59690000	59700000	3	3	0	3	6	9	3	3	1	0	3	0	3	3	8	8	3	3	0
chr14	59700000	59710000	0	0	0	1	1	17	0	0	0	0	0	0	0	0	0	2	0	0	0
chr14	59710000	59720000	2	2	0	2	2	2	2	2	0	0	2	0	2	2	1	5	2	2	0
chr14	59720000	59730000	1	1	0	1	1	1	1	1	1	0	1	0	1	1	2	6	1	1	0
chr14	59730000	59740000	3	3	0	3	325	3	3	3	1	0	3	0	3	3	4	7	3	3	0
chr14	59740000	59750000	8	56	0	56	57	67	56	8	29	21	8	28	56	56	31	37	56	56	0
chr14	59750000	59760000	0	5	0	5	6	12	5	0	3	3	0	9	5	5	4	8	5	5	0
chr14	59760000	59770000	0	1	1	1	1	1	1	0	0	0	0	2	1	1	2	4	1	1	0
chr14	59770000	59780000	0	2	2	2	2	2	2	0	0	0	0	3	2	2	1	1	2	2	0
chr14	59780000	59790000	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	4	0	0	0
chr14	59790000	59800000	0	1	1	1	1	1	1	0	0	0	0	3	1	1	3	3	1	1	0
chr14	59800000	59810000	0	3	3	3	3	3	3	0	0	0	0	3	3	3	3	5	3	3	0
chr14	59810000	59820000	0	5	5	5	5	5	6	0	0	0	0	3	5	5	2	3	5	5	0
chr14	59820000	59830000	3	5	5	5	6	5	5	20	5	5	0	8	5	5	7	8	5	5	5
chr14	59830000	59840000	4	3	3	3	3	3	3	1	0	0	0	3	3	3	3	4	3	3	0
chr14	59840000	59850000	1	1	1	1	1	2	1	1	0	0	0	5	1	1	1	6	1	1	0
chr14	59850000	59860000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	2	2	1	1	0
chr14	59860000	59870000	1	2	1	1	1	1	2	0	0	0	1	8	1	1	2	2	1	1	0
chr14	59870000	59880000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	3	2	1	1	0
chr14	59880000	59890000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
chr14	59890000	59900000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	3	2	1	1	0
chr14	59900000	59910000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	1	2	2	2	0
chr14	59910000	59920000	2	2	2	2	2	2	2	1	1	1	2	2	2	2	3	4	2	2	1
chr14	59920000	59930000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	3	1	1	0
chr14	59930000	59940000	1	1	1	1	1	1	1	1	0	0	1	6	1	1	1	7	1	1	0
chr14	59940000	59950000	1	1	1	1	1	1	1	1	0	0	1	7	1	1	2	5	1	1	0
chr14	59950000	59960000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	0	1	1	1	0
chr14	59960000	59970000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	0
chr14	59970000	59980000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	0
chr14	59980000	59990000	0	1	0	0	0	0	1	0	0	0	0	3	0	1	1	3	0	0	0
chr14	59990000	60000000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	1	2	2	2	0
chr14	60000000	60010000	2	2	2	2	2	2	2	2	1	0	2	4	2	2	3	1	2	2	1
chr14	60010000	60020000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	4	1	1	0
chr14	60020000	60030000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	0	6	1	1	0
chr14	60030000	60040000	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	2	0	0	0
chr14	60040000	60050000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0
chr14	60050000	60060000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	2	4	2	2	0
chr14	60060000	60070000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	0	2	2	2	0
chr14	60070000	60080000	2	2	2	2	2	2	2	2	0	0	2	1	2	2	0	1	2	2	0
chr14	60080000	60090000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	0
chr14	60090000	60100000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	2	1	1	0
chr14	60100000	60110000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0
chr14	60110000	60120000	3	3	3	3	3	3	3	3	0	0	3	2	3	3	0	1	3	3	0
chr14	60120000	60130000	4	4	4	4	4	4	4	4	1	1	4	3	4	4	1	3	4	4	1
chr14	60130000	60140000	3	3	3	3	3	3	3	3	0	0	3	4	3	3	1	4	3	3	0
chr14	60140000	60150000	1	1	1	1	2	1	1	1	0	0	1	4	1	1	2	4	1	1	0
chr14	60150000	60160000	1	1	1	1	1	1	1	1	0	0	1	4	1	1	3	2	1	1	0
chr14	60160000	60170000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	3	3	2	2	0
chr14	60170000	60180000	2	3	2	2	2	2	2	2	0	0	2	3	2	2	2	4	2	2	0
chr14	60180000	60190000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	2	3	1	1	0
chr14	60190000	60200000	4	4	4	4	4	4	4	4	1	1	4	2	4	4	1	3	4	4	1
chr14	60200000	60210000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	1	3	1	1	0
chr14	60210000	60220000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	3	8	2	2	0
chr14	60220000	60230000	2	2	2	2	2	2	2	2	0	0	2	3	2	2	3	4	2	2	0
chr14	60230000	60240000	6	6	6	6	6	7	6	7	0	0	5	5	5	6	3	6	7	6	0
chr14	60240000	60250000	5	5	5	5	5	5	5	5	0	0	5	3	5	5	1	3	5	5	0
chr14	60250000	60260000	5	5	5	5	5	5	5	5	0	0	5	6	5	5	5	6	5	5	0
chr14	60260000	60270000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	2	4	1	1	0
chr14	60270000	60280000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	2	3	1	1	0
chr14	60280000	60290000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	1	2	1	1	0
chr14	60290000	60300000	2	2	2	2	2	2	2	2	0	0	2	2	2	2	0	1	2	2	0
chr14	60300000	60310000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0
chr14	60310000	60320000	3	3	3	3	3	4	3	3	0	0	3	0	3	3	0	2	3	3	0
chr14	60320000	60330000	4	4	4	4	4	4	4	4	0	0	4	2	4	4	1	1	4	4	0
chr14	60330000	60340000	2	2	2	2	2	2	3	2	0	0	2	3	2	2	1	6	2	2	0
chr14	60340000	60350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
chr14	60350000	60360000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0
chr14	60360000	60370000	3	3	3	8	3	3	3	3	1	0	3	5	3	3	4	3	3	3	1
chr14	60370000	60380000	2	2	2	21	2	2	2	2	0	0	2	3	2	2	3	2	2	2	0
chr14	60380000	60390000	1	1	1	1	1	1	1	1	1	1	1	4	1	1	5	6	1	1	2
chr14	60390000	60400000	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	5	0	0	0
chr14	60400000	60410000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	0
chr14	60410000	60420000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	2	1	1	0
chr14	60420000	60430000	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	0
chr14	60430000	60440000	2	2	3	2	3	2	2	0	0	0	2	3	2	2	3	3	2	3	0
chr14	60440000	60450000	3	3	3	3	3	3	3	0	0	0	3	4	3	3	3	7	3	3	0
chr14	60450000	60460000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr14	60460000	60470000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	1	2	1	1	0
chr14	60470000	60480000	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	3	1	1	0
chr14	60480000	60490000	3	2	2	3	2	3	2	1	1	1	2	3	2	2	2	3	3	2	1
chr14	60490000	60500000	3	3	3	3	5	3	3	0	0	0	3	4	3	3	2	6	3	3	0
chr14	60500000	60510000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	3	5	2	2	0
chr14	60510000	60520000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	2	1	1	1	0
chr14	60520000	60530000	3	3	3	3	3	2	3	0	0	0	3	3	3	3	4	8	3	3	0
chr14	60530000	60540000	4	5	5	4	4	4	4	1	1	1	4	7	4	5	4	3	4	4	1
chr14	60540000	60550000	1	1	1	1	1	1	1	0	0	0	1	3	1	1	1	4	1	1	0
chr14	60550000	60560000	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0
chr14	60560000	60570000	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	3	1	1	1
chr14	60570000	60580000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	60580000	60590000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	1	1	1	1	0
chr14	60590000	60600000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	2	5	2	2	0
chr14	60600000	60610000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	1	2	2	1	0
chr14	60610000	60620000	1	1	1	1	1	1	1	0	0	0	1	6	1	1	5	4	1	1	0
chr14	60620000	60630000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	4	0	0	0
chr14	60630000	60640000	3	3	3	4	3	3	3	0	0	0	3	8	3	3	5	6	3	3	0
chr14	60640000	60650000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	2	2	1	1	0
chr14	60650000	60660000	1	2	2	1	2	1	2	1	1	1	2	2	2	2	2	5	1	2	1
chr14	60660000	60670000	3	3	3	3	3	5	3	0	0	0	3	4	3	3	2	3	3	3	0
chr14	60670000	60680000	1	1	1	1	1	2	1	0	0	0	2	5	1	1	1	6	1	1	0
chr14	60680000	60690000	3	3	3	3	3	3	4	0	0	0	3	8	3	3	3	8	3	3	0
chr14	60690000	60700000	3	2	2	3	2	2	2	1	1	0	2	3	2	2	1	4	2	2	1
chr14	60700000	60710000	2	1	1	2	1	1	1	1	1	1	1	4	1	1	2	4	2	1	1
chr14	60710000	60720000	1	1	1	1	1	1	1	0	0	0	1	3	1	1	1	4	1	1	0
chr14	60720000	60730000	2	2	2	2	2	2	3	0	0	0	2	2	2	2	1	1	2	2	0
chr14	60730000	60740000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	0	3	2	1	0
chr14	60740000	60750000	2	2	2	2	2	2	2	0	0	0	2	2	2	2	0	0	2	2	0
chr14	60750000	60760000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0
chr14	60760000	60770000	1	1	1	1	1	1	1	1	0	0	1	3	2	1	4	3	1	1	0
chr14	60770000	60780000	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	2	1	1	0
chr14	60780000	60790000	1	1	1	1	1	1	1	1	0	0	1	2	1	1	0	3	1	1	0
chr14	60790000	60800000	2	2	2	2	2	2	2	2	0	0	2	1	2	2	1	2	2	2	0
chr14	60800000	60810000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0
chr14	60810000	60820000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	3	2	1	1	0
chr14	60820000	60830000	2	2	2	2	2	2	2	0	0	0	2	7	2	2	2	5	2	2	0
chr14	60830000	60840000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	2	1	1	0
chr14	60840000	60850000	3	3	3	3	3	3	3	0	0	0	3	5	3	3	3	3	3	3	0
chr14	60850000	60860000	3	3	3	3	3	3	3	2	2	2	3	7	3	3	5	9	3	3	2
chr14	60860000	60870000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr14	60870000	60880000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	60880000	60890000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	60890000	60900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	60900000	60910000	72	72	72	72	75	72	72	72	72	72	72	74	72	72	73	74	72	72	72
chr14	60910000	60920000	97	96	97	97	97	96	96	96	97	97	96	99	96	96	97	99	95	97	97
chr14	60920000	60930000	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	58	57	57	57
chr14	60930000	60940000	34	34	34	34	34	34	34	34	34	34	34	35	34	34	34	35	34	34	34
chr14	60940000	60950000	65	65	65	65	65	65	65	65	65	65	65	68	65	65	65	69	65	65	65
chr14	60950000	60960000	87	87	87	87	87	87	87	86	86	86	87	87	87	87	87	88	87	87	86
chr14	60960000	60970000	42	42	42	42	42	42	42	42	42	42	42	45	42	42	44	47	42	42	42
chr14	60970000	60980000	2	2	2	2	1	2	2	1	0	0	2	4	2	2	5	5	2	2	0
chr14	60980000	60990000	3	3	3	3	2	3	3	0	0	0	3	5	3	3	2	5	3	3	0
chr14	60990000	61000000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
chr14	61000000	61010000	3	3	3	3	3	3	3	2	2	2	3	6	3	3	3	4	3	3	2
chr14	61010000	61020000	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	2	0	0	0
chr14	61020000	61030000	1	1	1	1	0	1	1	0	0	0	1	7	1	1	0	7	1	1	0
chr14	61030000	61040000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
chr14	61040000	61050000	2	2	2	2	0	2	2	2	0	0	2	1	2	2	3	4	2	2	0
chr14	61050000	61060000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0
chr14	61060000	61070000	2	2	2	2	1	2	2	2	0	0	2	3	2	2	1	6	2	2	0
chr14	61070000	61080000	4	4	4	4	1	4	4	4	1	1	4	4	4	4	3	6	4	4	1
chr14	61080000	61090000	4	4	4	4	2	4	4	4	1	1	4	4	4	4	3	6	4	4	1
chr14	61090000	61100000	1	2	1	1	0	1	2	1	0	0	1	1	1	2	1	3	1	1	0
chr14	61100000	61110000	6	6	6	6	1	6	6	6	0	0	6	2	6	6	2	3	6	6	0
chr14	61110000	61120000	2	2	2	2	1	2	2	2	0	0	2	4	2	2	1	3	2	2	0
chr14	61120000	61130000	1	1	1	1	0	1	1	1	0	0	1	6	1	1	4	4	1	1	0
chr14	61130000	61140000	0	2	1	0	0	0	3	3	2	1	1	4	1	1	0	3	0	1	1
chr14	61140000	61150000	1	1	1	1	0	1	1	1	1	1	1	5	1	1	2	3	1	1	1
chr14	61150000	61160000	2	3	3	2	0	2	3	2	2	2	3	3	3	3	2	3	2	3	2
chr14	61160000	61170000	1	1	1	1	0	1	1	0	0	0	1	2	1	1	1	2	1	1	0
chr14	61170000	61180000	1	1	1	1	0	1	1	0	0	0	1	2	2	1	0	2	1	1	0
chr14	61180000	61190000	4	4	4	4	3	4	4	1	1	1	4	7	4	4	5	5	4	4	1
chr14	61190000	61200000	2	3	3	2	0	2	3	0	0	0	3	3	3	3	1	2	2	3	0
chr14	61200000	61210000	2	2	2	2	1	2	2	1	1	0	2	2	2	2	2	2	2	2	1
chr14	61210000	61220000	2	2	2	2	2	2	2	0	0	0	2	6	2	2	4	7	2	2	0
chr14	61220000	61230000	1	1	1	1	0	2	1	0	0	0	1	5	1	1	0	2	1	1	0
chr14	61230000	61240000	2	2	2	2	0	2	2	0	0	0	2	4	2	2	3	4	2	2	0
chr14	61240000	61250000	1	1	1	1	1	2	1	0	0	1	1	2	1	1	1	1	1	1	0
chr14	61250000	61260000	5	5	5	5	3	5	5	0	0	0	5	5	5	5	3	5	5	5	0
chr14	61260000	61270000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	3	4	2	2	0
chr14	61270000	61280000	1	1	1	1	1	1	1	0	0	0	1	2	1	1	2	1	1	1	0
chr14	61280000	61290000	1	2	2	1	1	1	2	0	0	0	2	3	2	2	2	4	1	2	0
chr14	61290000	61300000	2	2	2	2	0	2	2	0	0	0	2	1	2	2	0	1	2	2	0
chr14	61300000	61310000	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0
chr14	61310000	61320000	2	2	2	2	2	2	2	2	0	0	2	5	2	2	3	4	2	2	0
chr14	61320000	61330000	3	3	3	3	1	3	3	0	0	0	3	2	3	3	1	2	3	3	0
chr14	61330000	61340000	2	2	2	2	0	2	2	0	0	0	2	5	2	2	3	5	2	2	0
chr14	61340000	61350000	1	2	2	1	0	1	2	0	0	0	2	6	2	2	1	8	1	2	0
chr14	61350000	61360000	2	2	2	2	1	2	2	0	0	0	2	1	2	2	3	2	2	2	0
chr14	61360000	61370000	1	1	1	1	0	2	1	0	0	0	1	1	1	1	0	0	1	1	0
chr14	61370000	61380000	1	1	1	1	1	1	2	0	1	0	1	1	1	1	2	4	1	1	1
chr14	61380000	61390000	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	5	1	1	1
chr14	61390000	61400000	2	2	2	2	1	2	2	0	0	0	2	1	2	2	1	2	2	2	0
chr14	61400000	61410000	4	4	4	4	0	4	4	1	1	1	4	4	4	4	1	3	4	4	1
chr14	61410000	61420000	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr14	61420000	61430000	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	0
chr14	61430000	61440000	3	3	3	3	1	3	3	1	2	1	4	3	3	3	4	5	3	3	2
chr14	61440000	61450000	0	1	1	0	0	0	1	0	0	0	1	4	1	1	1	6	0	1	0
chr14	61450000	61460000	3	3	3	3	1	3	3	0	0	0	3	3	3	3	1	2	3	3	0
chr14	61460000	61470000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	3	8	1	1	0
chr14	61470000	61480000	1	1	1	1	0	1	1	0	0	0	1	4	1	1	2	3	1	1	0
chr14	61480000	61490000	3	3	3	3	1	3	3	2	0	0	3	6	3	3	3	6	3	3	0
chr14	61490000	61500000	1	1	1	1	1	1	1	0	0	0	1	12	1	1	12	12	2	1	0
chr14	61500000	61510000	2	2	2	8	1	2	2	1	1	1	2	4	2	2	1	5	2	2	1
chr14	61510000	61520000	1	1	1	1	0	2	1	0	0	0	1	1	1	1	0	5	1	1	0
chr14	61520000	61530000	1	1	1	1	1	1	1	0	0	0	1	4	1	1	3	4	1	1	0
chr14	61530000	61540000	2	3	2	2	1	2	2	0	0	0	2	2	2	2	2	3	2	2	0
chr14	61540000	61550000	2	2	2	2	2	2	2	0	0	0	2	3	2	2	4	3	2	2	0
chr14	61550000	61560000	4	4	4	4	2	4	4	2	2	2	4	4	4	4	3	5	4	4	2
chr14	61560000	61570000	1	1	1	1	0	1	1	0	0	0	1	3	1	1	1	3	1	1	0
chr14	61570000	61580000	5	5	5	5	4	5	5	2	2	2	5	8	5	5	5	6	5	5	2
chr14	61580000	61590000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	1
chr14	61590000	61600000	2	2	2	2	0	2	2	0	0	0	2	0	2	2	1	1	2	2	0
chr14	61600000	61610000	2	2	2	2	2	2	2	2	2	2	2	3	2	2	5	2	2	2	2
chr14	61610000	61620000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	61620000	61630000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	61630000	61640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	61640000	61650000	3	3	3	3	2	3	3	0	0	0	3	3	3	3	4	3	3	3	0
chr14	61650000	61660000	3	3	3	3	1	3	3	0	0	0	3	2	3	3	3	3	3	3	0
chr14	61660000	61670000	4	3	3	4	0	3	3	0	0	0	3	0	3	3	1	0	4	3	0
chr14	61670000	61680000	64	64	64	64	63	64	64	62	62	62	64	64	64	64	63	67	64	64	62
chr14	61680000	61690000	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	180	179	179	179
chr14	61690000	61700000	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	6	2	2	2
chr14	61700000	61710000	4	4	4	4	3	4	4	1	1	1	4	3	4	4	3	7	4	4	1
chr14	61710000	61720000	3	3	3	3	1	3	3	1	1	1	3	5	3	3	3	5	3	3	1
chr14	61720000	61730000	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	4	1	1	0
chr14	61730000	61740000	3	2	2	3	1	2	2	0	0	0	2	6	2	2	3	4	2	2	0
chr14	61740000	61750000	1	1	1	1	1	1	1	0	0	0	1	8	1	1	2	8	1	1	0
chr14	61750000	61760000	4	4	4	4	4	4	4	1	0	0	4	8	4	4	5	6	4	4	0
chr14	61760000	61770000	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	2	0	0	0
chr14	61770000	61780000	3	3	3	3	0	3	3	0	0	0	3	0	3	3	2	0	3	3	0
chr14	61780000	61790000	4	4	4	4	1	4	4	1	1	1	3	5	4	4	5	5	4	4	1
chr14	61790000	61800000	2	2	2	2	1	2	2	3	1	1	2	1	2	2	1	3	2	2	1
chr14	61800000	61810000	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
chr14	61810000	61820000	2	2	2	2	2	2	2	2	0	0	2	4	2	2	2	3	2	2	0
chr14	61820000	61830000	2	2	2	2	1	2	2	2	0	0	2	5	2	2	1	8	2	2	0
chr14	61830000	61840000	2	1	1	2	1	1	1	1	0	0	1	4	1	1	3	2	1	1	0
chr14	61840000	61850000	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	8	0	0	0
chr14	61850000	61860000	1	1	1	1	1	1	1	1	0	0	1	3	1	1	2	4	1	1	0
chr14	61860000	61870000	1	1	1	1	1	1	1	1	0	0	1	5	1	1	2	5	1	1	0
chr14	61870000	61880000	2	2	2	2	1	2	2	2	0	0	2	7	2	2	1	5	2	2	0
chr14	61880000	61890000	2	1	2	2	1	2	1	2	0	0	2	5	2	2	3	6	2	2	0
chr14	61890000	61900000	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	3	0	0	0
chr14	61900000	61910000	4	4	4	4	0	4	4	4	0	0	4	2	4	4	2	1	4	4	0
chr14	61910000	61920000	1	1	1	1	1	1	1	1	0	0	1	4	1	1	2	5	1	1	0
chr14	61920000	61930000	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
chr14	61930000	61940000	3	3	3	3	1	3	3	3	0	0	3	4	3	3	4	4	3	3	0
